timestamp,P1,P2,P3,P4,P5,P6,Ax,Ay,Az,Gx,Gy,Gz,activity
0.5,1040,312,191,380,385,130,0.0319,0.0253,1.0276,1.07,-0.09,-0.96,Standing
0.52,1043,310,176,310,385,143,0.0145,0.0777,1.0092,1.11,0.88,-1.0,Standing
0.54,1047,294,207,316,386,178,0.0183,0.0183,0.9615,-0.7,1.51,-0.94,Standing
0.56,1041,319,187,315,341,152,0.0217,-0.0081,0.9964,0.05,0.22,0.54,Standing
0.58,1051,323,164,316,375,171,0.0015,0.0065,0.9423,-2.66,0.43,0.41,Standing
0.6,1105,291,167,343,369,162,0.018,-0.0403,1.0303,1.91,2.31,0.77,Standing
0.62,1097,296,196,314,405,149,0.0246,0.0123,0.9568,1.63,0.11,0.65,Standing
0.64,1126,291,179,328,363,151,0.005,-0.0056,0.8986,-1.35,0.4,-0.2,Standing
0.66,1109,288,182,301,390,135,0.0008,0.049,0.9436,2.01,1.51,-0.37,Standing
0.68,1069,311,171,322,359,124,0.0023,-0.0022,0.9494,-0.09,-0.32,0.48,Standing
0.7,1062,323,161,315,328,132,0.0471,-0.0284,1.0075,2.32,-1.89,0.62,Standing
0.72,1041,317,203,305,344,152,0.0466,-0.0427,0.9841,1.43,-0.24,0.29,Standing
0.74,1055,321,177,301,382,141,-0.0132,-0.0439,1.0813,-1.42,3.31,-0.55,Standing
0.76,1037,300,183,321,375,142,-0.0238,0.028,0.98,-0.2,-1.6,0.99,Standing
0.78,1092,315,174,286,363,133,-0.025,0.0471,1.0058,-1.61,1.18,0.23,Standing
0.8,1119,319,164,278,369,136,-0.0107,0.0328,1.0107,0.69,-0.68,-0.88,Standing
0.82,1093,307,163,329,353,143,-0.0028,0.0579,1.0352,-0.56,0.17,-1.0,Standing
0.84,1062,304,167,321,339,121,0.019,0.0337,1.0167,-0.17,0.89,-0.04,Standing
0.86,1083,306,170,325,347,111,0.048,0.0114,1.0342,0.6,1.11,1.27,Standing
0.88,1101,322,169,291,384,174,0.0439,0.0287,1.0628,-0.82,0.68,0.74,Standing
0.9,1081,310,162,306,320,141,0.0601,0.0235,1.0233,0.93,-0.27,-0.59,Standing
0.92,1046,311,169,289,327,146,-0.0173,-0.0504,1.0516,-0.65,-1.1,-1.0,Standing
0.94,1057,320,201,335,353,154,0.0104,0.0002,1.0077,-0.61,0.09,0.95,Standing
0.96,1112,334,143,364,344,131,-0.0111,-0.0332,0.9248,-1.68,-0.85,-0.72,Standing
0.98,1047,298,138,283,326,123,0.0557,-0.0013,1.0474,-1.78,1.95,0.68,Standing
1.0,1091,291,176,327,361,157,0.0465,-0.0056,1.0737,1.11,-0.02,0.1,Standing
1.02,1082,305,194,289,382,133,-0.0227,0.0085,0.9673,0.23,0.27,-0.24,Standing
1.04,1075,308,178,298,344,119,0.0013,0.0213,1.04,0.46,-1.67,-0.83,Standing
1.06,1097,299,161,275,398,144,0.0779,-0.0078,1.004,-0.67,-0.91,0.34,Standing
1.08,1024,322,165,333,361,166,0.0247,0.0318,0.9782,2.17,-1.68,0.12,Standing
1.1,1107,328,141,316,338,127,-0.0376,0.0006,1.0192,0.66,1.4,0.07,Standing
1.12,1074,327,186,368,392,125,0.0015,0.0174,1.0133,0.31,-0.43,-0.87,Standing
1.14,1112,310,189,297,378,129,0.054,-0.0386,1.0077,-0.07,0.25,-0.61,Standing
1.16,1101,297,181,288,363,152,0.0387,0.0311,1.0609,-0.31,1.58,0.95,Standing
1.18,1107,305,206,295,347,135,0.0467,-0.0284,0.9999,0.94,0.62,-0.57,Standing
1.2,1004,304,181,318,381,155,0.0809,0.0027,1.0637,1.33,-0.24,1.38,Standing
1.22,1065,315,210,291,354,149,0.0031,0.0439,1.0228,-1.34,-0.93,-0.49,Standing
1.24,1084,309,161,276,377,152,0.0195,0.0486,0.961,0.01,-1.43,0.74,Standing
1.26,1099,316,171,312,362,142,0.0312,-0.0238,0.936,0.37,-1.6,-0.22,Standing
1.28,1071,287,226,331,369,150,-0.0151,0.0241,0.9245,1.36,1.52,-0.28,Standing
1.3,1078,318,189,283,351,126,-0.0207,0.0632,0.9463,-0.96,0.57,0.0,Standing
1.32,1086,316,183,330,377,153,0.0344,-0.0154,1.0081,-1.17,-1.11,-1.28,Standing
1.34,1069,280,191,289,370,164,-0.0195,0.0239,1.0693,0.87,-0.98,2.25,Standing
1.36,1086,299,185,316,404,138,-0.006,-0.0029,0.9728,2.11,-0.9,0.02,Standing
1.38,1016,305,164,356,385,143,0.0579,0.0218,1.0016,1.25,-1.1,0.54,Standing
1.4,1072,301,162,328,366,159,0.0481,0.0369,0.9914,1.77,-0.51,-0.22,Standing
1.42,1045,314,183,291,404,148,0.0197,0.0183,1.024,-0.27,-1.98,1.19,Standing
1.44,1045,313,208,288,387,176,0.0499,-0.0071,0.9693,0.42,0.53,1.25,Standing
1.46,1046,316,181,299,389,127,0.0163,0.0275,0.9955,0.23,0.32,1.63,Standing
1.48,1054,312,183,328,347,145,-0.0,0.0058,1.0502,0.44,-0.14,-0.53,Standing
1.5,1069,291,160,360,355,132,0.051,-0.009,0.9997,0.14,0.61,-0.13,Standing
1.52,1025,307,172,324,373,154,-0.0141,-0.0218,1.0591,0.7,-1.57,1.5,Standing
1.54,1077,288,176,329,380,175,0.0174,-0.03,1.0442,0.79,1.14,0.14,Standing
1.56,997,305,197,348,373,171,0.0251,0.0727,0.9878,0.4,-2.1,0.64,Standing
1.58,1026,302,193,317,396,162,0.0878,0.0363,1.0163,-0.34,1.12,-0.88,Standing
1.6,1020,295,179,333,389,156,0.0254,0.0044,0.9843,0.26,-1.25,1.09,Standing
1.62,1050,276,182,365,384,163,0.0014,0.0038,1.0337,0.55,-0.16,1.16,Standing
1.64,1061,281,179,306,377,157,-0.0027,0.0079,1.0281,0.67,-0.55,-0.12,Standing
1.66,1028,289,170,361,444,150,0.0142,-0.0098,1.0259,-0.12,0.45,-1.47,Standing
1.68,1088,306,182,372,411,149,-0.0011,-0.0142,0.9997,-1.46,0.34,-1.08,Standing
1.7,1019,298,200,348,418,180,0.0351,-0.0404,0.9755,0.93,1.34,1.79,Standing
1.72,1039,292,201,330,430,168,0.0545,0.0069,1.1001,0.48,-0.61,1.52,Standing
1.74,1022,266,165,349,399,156,0.0529,-0.0308,1.0562,1.88,2.64,0.01,Standing
1.76,1080,270,174,389,392,187,-0.014,0.0152,1.0045,-1.56,0.22,-1.02,Standing
1.78,984,294,212,357,421,183,0.0012,-0.0583,0.987,1.75,2.76,0.12,Standing
1.8,1030,272,201,341,415,182,0.0078,-0.008,1.0065,-1.43,-0.17,-0.45,Standing
1.82,1012,277,190,397,418,169,0.0472,-0.0006,1.0493,-0.5,-0.69,0.65,Standing
1.84,1018,328,226,378,464,159,0.0576,-0.01,0.9936,-0.27,0.28,1.55,Standing
1.86,1007,294,169,365,416,173,0.0297,-0.0226,1.0928,-1.39,1.12,1.46,Standing
1.88,1008,288,180,371,431,172,0.0549,0.0373,1.0787,-0.41,1.78,0.48,Standing
1.9,1030,305,207,377,457,154,0.0311,-0.0029,0.9988,1.82,-1.49,0.22,Standing
1.92,974,271,204,392,462,161,0.0619,-0.0016,0.9839,-0.51,-0.11,0.54,Standing
1.94,995,266,192,369,413,168,0.0571,-0.027,1.0796,-1.55,-0.08,-0.54,Standing
1.96,998,250,239,383,446,174,0.0097,-0.0188,1.031,1.83,0.24,-0.35,Standing
1.98,999,257,227,406,439,143,0.0088,0.0327,1.0483,-1.71,1.45,0.73,Standing
2.0,990,277,244,402,452,154,0.0457,0.0213,1.0055,-0.13,-2.88,1.02,Standing
2.02,1043,270,212,412,438,188,-0.0054,0.0267,1.0251,0.8,1.38,-0.63,Standing
2.04,1015,254,232,408,472,189,0.035,0.0002,0.9835,1.06,0.09,-0.15,Standing
2.06,1002,287,236,392,453,202,-0.0033,0.0208,1.0618,-1.4,1.05,0.57,Standing
2.08,980,256,215,395,477,185,0.0152,0.0696,1.0461,0.06,1.8,0.02,Standing
2.1,1035,276,215,410,438,185,0.0246,-0.0117,1.0125,-0.22,0.64,0.28,Standing
2.12,1012,284,259,407,474,205,0.0465,0.0275,0.9926,0.25,-1.6,-0.4,Standing
2.14,965,282,215,437,514,193,-0.0004,0.0248,1.028,-0.28,-0.54,-1.64,Standing
2.16,939,260,241,448,473,196,0.0337,-0.0117,0.9848,1.5,-0.05,-0.04,Standing
2.18,926,242,236,410,449,191,-0.0235,0.0289,1.0149,0.44,-1.99,0.59,Standing
2.2,919,255,230,402,477,175,0.0182,-0.0117,1.0292,0.28,-0.67,-0.39,Standing
2.22,936,262,229,424,469,212,-0.0065,-0.04,0.9642,0.19,1.39,-0.69,Standing
2.24,934,254,229,468,493,195,-0.0395,0.0128,1.0454,-1.86,2.24,1.16,Standing
2.26,936,289,237,446,495,200,-0.0084,0.0373,0.9997,-1.03,1.78,0.29,Standing
2.28,944,242,227,447,533,182,0.0162,0.0006,1.0501,0.61,0.33,-0.25,Standing
2.3,955,236,229,437,486,210,-0.0002,-0.0035,1.0192,-1.66,-1.11,-1.97,Standing
2.32,922,245,220,446,485,216,0.0087,-0.0288,0.9527,-0.5,1.2,-0.59,Standing
2.34,900,245,238,473,488,221,0.0324,0.0754,1.0474,-1.48,0.37,-1.26,Standing
2.36,968,241,234,446,497,225,0.0388,-0.0166,0.9109,0.87,-0.66,1.43,Standing
2.38,953,267,233,436,448,216,0.0021,-0.0187,0.9576,-0.63,0.12,0.88,Standing
2.4,922,245,241,471,488,219,0.0255,0.0221,1.0498,-0.7,0.62,0.11,Standing
2.42,895,239,244,460,520,221,0.0353,0.0358,1.0274,-0.62,-2.0,-0.9,Standing
2.44,908,211,245,460,501,232,-0.0006,0.0171,0.9919,-0.86,-0.16,1.8,Standing
2.46,924,241,230,469,521,205,0.0208,-0.012,0.9254,1.76,-0.39,0.65,Standing
2.48,877,236,259,423,495,203,0.0078,-0.0324,0.9937,1.37,0.16,-0.23,Standing
2.5,929,254,258,468,528,208,-0.0326,0.0105,0.9722,-1.71,-1.91,-0.95,Standing
2.52,929,220,241,447,519,229,0.0169,0.0298,1.01,-0.39,0.76,0.6,Standing
2.54,913,229,221,456,537,197,0.0024,-0.0245,0.9836,-1.16,0.69,-0.38,Standing
2.56,870,244,255,471,522,184,0.0503,0.0094,1.0231,1.12,-1.52,0.2,Standing
2.58,923,237,257,442,503,233,0.0404,0.0417,0.9416,-1.18,-1.03,-1.22,Standing
2.6,945,227,235,496,522,222,-0.012,-0.0327,1.1017,1.08,-1.58,0.68,Standing
2.62,940,238,256,512,515,221,0.0162,0.071,0.9296,-2.14,1.62,1.28,Standing
2.64,923,214,251,487,492,215,0.0613,0.0257,1.0611,2.27,0.5,-0.55,Standing
2.66,943,238,250,499,513,215,0.0763,-0.006,1.0464,1.75,-1.05,0.63,Standing
2.68,880,231,247,491,501,202,0.0622,0.0251,1.0154,-1.41,0.02,-0.07,Standing
2.7,881,237,245,479,550,224,-0.015,0.0073,1.0057,-0.59,-1.36,1.76,Standing
2.72,918,214,266,482,567,213,0.0233,0.0469,0.9343,1.84,-0.26,-0.76,Standing
2.74,856,221,258,486,519,231,0.0332,-0.0168,1.0424,0.39,0.39,-0.88,Standing
2.76,865,211,249,460,573,241,0.0704,0.0305,0.9407,-0.88,3.5,0.37,Standing
2.78,903,224,274,488,530,204,0.0424,0.0077,0.9439,1.2,0.5,-0.5,Standing
2.8,888,236,241,466,539,203,-0.0018,-0.0043,1.0359,1.09,1.22,-0.34,Standing
2.82,885,247,248,496,571,230,0.061,-0.0245,0.9957,0.49,-0.65,0.14,Standing
2.84,904,228,267,500,526,246,0.0333,0.048,1.0323,0.32,0.65,-0.43,Standing
2.86,888,212,242,506,546,200,0.0105,0.0073,0.9967,0.61,-1.95,-1.24,Standing
2.88,917,227,270,492,516,251,-0.0082,0.0111,1.0154,0.43,-0.82,-2.4,Standing
2.9,859,230,274,474,537,242,-0.0024,0.0045,0.9787,-0.54,2.78,0.09,Standing
2.92,940,202,282,507,531,224,0.0094,0.0253,0.9717,0.17,0.8,0.48,Standing
2.94,896,256,272,486,559,230,0.0698,0.0414,1.0331,1.05,1.79,0.95,Standing
2.96,883,199,253,521,539,236,0.011,0.0058,0.9784,-0.16,-0.26,-0.54,Standing
2.98,895,221,280,489,547,212,0.02,0.0128,0.9503,0.36,-0.72,0.83,Standing
3.0,888,211,246,515,575,230,0.0447,-0.0065,1.0469,-1.21,0.53,-1.74,Standing
3.02,909,215,277,488,534,223,0.0345,-0.0463,0.9486,-0.52,-1.12,-0.98,Standing
3.04,930,246,252,497,526,218,0.0034,0.007,0.9575,0.6,-0.36,-0.18,Standing
3.06,885,225,265,479,555,221,0.0628,0.0157,0.9705,-0.33,0.34,-0.32,Standing
3.08,873,215,276,526,538,238,0.0273,0.0608,0.9882,0.39,-0.16,-0.63,Standing
3.1,914,232,251,423,555,216,0.0401,0.0343,1.0008,-1.95,1.13,1.4,Standing
3.12,925,208,264,487,542,217,0.0329,0.0363,0.99,1.26,0.87,0.51,Standing
3.14,880,227,267,516,522,218,0.0404,0.0081,0.9659,0.43,0.93,-1.44,Standing
3.16,872,219,263,487,561,201,-0.0133,0.0119,0.9774,0.91,0.21,0.44,Standing
3.18,894,223,233,467,569,254,0.0205,-0.0149,1.0086,-1.13,-0.35,-0.58,Standing
3.2,914,229,270,471,566,199,0.0299,0.0164,0.9452,1.2,1.34,-0.94,Standing
3.22,889,225,276,477,564,212,-0.0127,0.0304,0.9901,-1.23,1.28,0.06,Standing
3.24,918,233,263,465,556,201,0.0156,-0.0041,0.9693,-0.31,-0.0,-0.61,Standing
3.26,885,234,261,501,539,198,0.0873,-0.0073,1.0615,-0.25,0.16,-0.88,Standing
3.28,929,218,272,505,524,213,-0.0277,0.0673,1.0057,0.91,0.4,-0.76,Standing
3.3,913,238,242,456,520,208,0.0608,0.0581,0.9856,-1.39,-4.1,-1.18,Standing
3.32,907,250,280,468,523,222,0.0064,-0.0034,0.9168,-2.0,1.0,0.13,Standing
3.34,869,245,262,459,479,206,-0.0096,-0.017,1.1116,0.45,0.82,0.6,Standing
3.36,900,244,269,471,486,206,-0.0211,0.0281,1.0267,-0.01,-0.1,0.17,Standing
3.38,901,247,217,474,447,209,0.0162,0.0557,0.9438,1.65,2.02,-0.52,Standing
3.4,924,227,255,459,518,207,-0.0089,-0.0232,1.0503,-0.48,1.7,0.24,Standing
3.42,908,203,238,470,559,219,0.0446,0.0581,1.0215,0.77,3.41,-1.03,Standing
3.44,892,237,253,460,519,237,0.0501,0.0429,0.979,0.01,-0.24,0.27,Standing
3.46,928,228,224,471,540,186,0.0185,0.0409,0.9913,0.32,-0.02,-0.38,Standing
3.48,959,221,232,470,519,180,0.0712,-0.0142,1.0469,-1.37,-1.37,-1.52,Standing
3.5,904,240,223,463,535,179,0.05,0.0087,0.9983,-0.69,1.43,0.27,Standing
3.52,953,252,269,490,456,206,0.0126,0.0043,1.0501,-0.6,-1.0,1.77,Standing
3.54,931,220,233,419,537,194,0.042,-0.0141,1.0201,-1.03,1.25,0.4,Standing
3.56,903,240,262,439,524,223,0.0634,0.0316,0.962,0.8,1.38,-0.22,Standing
3.58,933,242,256,455,476,222,0.0413,0.0377,0.9886,-0.64,0.88,0.66,Standing
3.6,929,271,253,429,512,248,0.0075,0.0595,1.0298,-0.74,-2.15,0.85,Standing
3.62,969,221,234,438,524,211,0.0724,0.0103,1.0281,-0.72,-0.89,-0.0,Standing
3.64,961,259,212,442,530,200,-0.0023,0.0251,1.037,1.18,-0.18,-0.07,Standing
3.66,941,243,255,468,506,186,-0.0046,0.0469,0.9735,-1.88,0.52,-0.19,Standing
3.68,932,254,231,458,451,200,0.0847,0.0106,1.0084,0.54,-0.59,-0.45,Standing
3.7,963,232,229,432,484,184,0.0256,0.0433,0.9973,-0.59,2.4,0.24,Standing
3.72,955,249,272,419,464,226,0.0539,-0.0214,1.0351,1.19,-1.02,0.54,Standing
3.74,1001,228,227,424,506,197,0.0049,0.0075,1.05,-2.64,2.78,0.66,Standing
3.76,964,265,239,414,478,203,0.0494,-0.0009,0.9928,-0.94,0.84,0.13,Standing
3.78,995,253,233,425,445,193,0.073,-0.0128,0.9999,-0.51,1.65,0.0,Standing
3.8,966,268,201,443,479,183,-0.003,0.0102,0.9624,-0.74,-1.51,-1.35,Standing
3.82,947,277,231,385,509,224,0.0605,0.0037,1.024,-1.68,0.24,-0.65,Standing
3.84,959,258,187,376,463,199,0.0518,-0.016,0.9727,-1.04,-0.88,-0.39,Standing
3.86,959,289,209,412,465,185,0.0668,0.055,1.0057,1.54,-0.46,-0.71,Standing
3.88,961,266,241,416,478,198,0.0423,0.0324,0.9674,0.65,0.23,0.36,Standing
3.9,983,250,211,409,484,183,-0.0535,-0.0208,1.0226,0.25,0.5,0.06,Standing
3.92,976,277,227,421,499,181,0.019,-0.0449,0.9606,-0.46,1.29,-0.67,Standing
3.94,993,253,208,427,453,154,-0.0033,-0.0274,0.9337,-0.21,2.15,-1.21,Standing
3.96,1000,274,234,384,454,175,0.0022,-0.0193,0.9096,-0.29,-0.75,-0.46,Standing
3.98,991,294,234,406,423,201,0.0312,0.0126,0.9769,-1.06,-1.26,0.23,Standing
4.0,964,278,223,371,459,142,0.0051,-0.036,1.0177,0.18,2.76,1.46,Standing
4.02,935,286,182,393,449,171,-0.0152,0.0172,1.0308,-1.51,0.27,1.01,Standing
4.04,1004,293,194,399,445,174,0.0402,-0.005,0.9381,-1.41,-0.45,-0.76,Standing
4.06,996,296,197,373,401,171,0.011,0.0158,1.0369,-1.32,3.85,-1.13,Standing
4.08,1038,274,207,388,409,164,-0.0038,0.0218,1.0858,-0.36,0.32,0.82,Standing
4.1,982,265,224,413,437,173,-0.0251,-0.0043,1.0106,-3.73,-2.01,0.53,Standing
4.12,1024,313,205,379,430,180,0.006,0.0123,1.0175,2.13,-1.35,1.17,Standing
4.14,1060,279,203,369,422,174,-0.0298,-0.0015,1.0198,1.66,-1.06,-0.27,Standing
4.16,1002,278,188,391,426,164,0.055,0.0435,0.9723,-0.49,-0.07,0.76,Standing
4.18,1057,308,191,391,423,186,0.0002,-0.0079,1.0078,1.16,1.6,-0.65,Standing
4.2,1017,237,204,361,444,161,0.0423,-0.001,1.0361,0.98,-0.12,0.5,Standing
4.22,1004,254,191,365,393,151,-0.0358,0.004,1.0122,-0.99,0.55,-0.04,Standing
4.24,978,317,192,365,417,172,0.0075,-0.0435,1.025,0.17,1.97,1.47,Standing
4.26,1052,303,215,355,378,166,-0.01,0.0177,1.0407,1.44,-1.33,0.71,Standing
4.28,1015,302,225,376,402,166,0.0052,0.0005,1.021,0.09,0.97,0.04,Standing
4.3,1013,279,206,371,367,179,-0.0309,0.039,1.0354,-0.48,-0.95,-1.28,Standing
4.32,1053,312,191,328,439,181,0.0267,-0.0007,0.992,-2.99,0.51,0.64,Standing
4.34,1048,279,166,368,401,130,0.0017,-0.0028,1.0277,0.24,-0.37,-0.27,Standing
4.36,1033,306,164,361,422,157,0.0094,-0.0292,0.9914,1.38,1.35,-0.4,Standing
4.38,1026,297,186,356,416,157,0.0685,0.0154,1.0993,0.04,0.26,0.72,Standing
4.4,1082,303,189,308,390,151,0.0122,0.0469,0.9974,0.91,-0.54,0.21,Standing
4.42,1047,288,189,389,395,128,0.0336,0.0152,1.0474,0.32,2.16,-1.27,Standing
4.44,1044,302,194,342,397,145,-0.0272,0.0171,0.9974,-0.35,0.67,-0.73,Standing
4.46,1077,323,181,313,351,154,0.0601,0.026,1.0531,0.12,1.61,-1.41,Standing
4.48,1063,309,189,338,372,147,0.0345,-0.0042,0.9415,0.54,-0.41,0.26,Standing
4.5,1082,304,176,340,418,167,-0.0064,0.02,1.0359,-0.3,0.02,0.87,Standing
4.52,1050,278,167,316,378,137,0.0341,-0.0044,1.047,-1.12,-1.2,-1.06,Standing
4.54,1066,302,172,324,358,137,0.027,0.0387,0.9696,3.83,-2.21,1.35,Standing
4.56,1071,309,138,376,386,127,0.0159,0.0021,0.9888,1.09,2.31,0.24,Standing
4.58,1071,297,202,321,399,144,0.0523,0.0493,1.0311,-1.7,-0.1,-0.79,Standing
4.6,1073,337,181,300,349,140,0.017,-0.0087,1.0074,1.22,-0.16,-0.53,Standing
4.62,1059,311,165,288,358,132,-0.0264,-0.006,1.0156,2.21,0.98,-0.9,Standing
4.64,1055,297,166,323,385,133,0.0123,0.0034,1.0222,1.36,-0.52,0.3,Standing
4.66,1056,301,178,297,364,142,0.019,0.0276,1.0202,-0.53,-0.19,0.15,Standing
4.68,1110,312,181,278,381,132,0.0565,0.0082,0.9386,-0.19,0.76,0.64,Standing
4.7,1123,337,156,296,342,131,-0.0131,0.0086,0.9797,-2.26,0.36,-0.97,Standing
4.72,1090,348,191,316,372,154,0.0081,0.0213,0.9008,-1.47,-1.33,-0.63,Standing
4.74,1113,315,208,298,342,149,0.034,-0.0291,1.0048,1.05,-0.41,0.02,Standing
4.76,1058,295,179,320,367,147,0.0647,0.0288,0.9948,0.43,-1.17,-0.32,Standing
4.78,1085,334,187,281,361,123,0.0358,0.003,1.0405,0.15,-1.42,0.53,Standing
4.8,1056,302,167,317,361,122,0.0219,0.0387,1.0251,0.02,0.54,-0.21,Standing
4.82,1061,331,206,314,365,150,0.0016,0.0089,0.9897,-2.57,-2.27,0.94,Standing
4.84,1095,318,144,301,346,126,0.0206,0.0564,0.9955,0.64,1.6,-1.53,Standing
4.86,1117,287,179,295,385,138,0.0161,0.0155,1.0122,0.08,-1.0,0.21,Standing
4.88,1076,326,191,277,371,150,0.0007,0.0403,1.0441,-1.77,1.05,-0.36,Standing
4.9,1038,302,170,330,373,159,0.0488,0.0497,0.9858,0.37,0.03,-0.12,Standing
4.92,1034,312,172,313,337,165,0.0771,0.0395,1.0453,-2.68,-0.82,1.11,Standing
4.94,1077,335,165,339,362,122,-0.0273,0.0076,0.9895,-0.5,0.24,0.14,Standing
4.96,1105,320,159,314,353,148,0.0321,0.0033,1.005,-1.57,1.44,-0.52,Standing
4.98,1075,321,177,318,364,140,-0.0203,0.0486,1.0397,-1.1,0.49,-0.29,Standing
5.0,1087,330,154,315,341,123,0.0663,0.0552,0.9783,-0.5,-0.72,1.44,Standing
5.02,1127,329,146,307,366,117,0.0133,-0.0253,0.9977,-1.49,-1.72,-0.29,Standing
5.04,1060,334,187,256,377,131,-0.0258,-0.0169,1.0252,-1.12,0.87,-0.88,Standing
5.06,1086,326,167,294,382,136,0.0466,-0.0306,0.9619,-0.05,-1.5,0.44,Standing
5.08,1127,337,160,336,339,135,-0.0201,0.0016,1.0174,-2.2,1.5,0.02,Standing
5.1,1094,294,167,330,398,159,0.0153,0.004,0.9845,-1.02,-3.41,0.56,Standing
5.12,1040,299,181,293,376,150,0.0221,0.0104,0.9464,1.1,-0.89,-1.63,Standing
5.14,1090,339,169,314,387,133,-0.0118,0.0169,1.0034,0.13,0.25,-0.89,Standing
5.16,1072,291,163,321,395,87,0.0277,-0.0269,0.985,-1.43,-0.62,0.1,Standing
5.18,1082,337,156,316,358,143,0.0674,0.0095,0.9244,-0.8,0.43,0.5,Standing
5.2,1106,306,179,299,367,147,0.0371,-0.0267,0.9971,2.03,-0.21,0.96,Standing
5.22,1081,303,189,317,382,148,0.0316,0.0347,1.0542,0.36,-1.47,0.55,Standing
5.24,1043,324,194,332,363,167,0.0187,0.0288,0.972,-0.67,-0.86,0.37,Standing
5.26,1065,326,172,346,392,117,0.029,-0.0033,1.0058,2.91,1.78,-0.37,Standing
5.28,1079,286,178,295,353,151,0.0599,-0.0011,0.9515,-1.02,0.78,-1.14,Standing
5.3,1053,285,142,319,341,172,-0.0251,-0.0105,0.9664,-1.76,-1.44,0.54,Standing
5.32,1099,299,181,314,340,146,-0.0272,0.0106,1.021,-1.04,-0.86,0.66,Standing
5.34,1052,299,170,311,425,161,0.0481,-0.0211,0.9929,1.86,0.14,-1.2,Standing
5.36,1038,296,185,308,386,134,0.0512,-0.0065,0.8944,-0.59,1.5,-0.68,Standing
5.38,1093,340,197,304,355,151,0.0112,0.0238,0.9977,0.42,-2.34,0.01,Standing
5.4,1065,310,181,332,345,146,0.0757,-0.0282,1.048,-0.31,-0.15,0.62,Standing
5.42,1122,313,177,297,382,156,0.023,0.0139,0.9892,0.77,1.03,0.51,Standing
5.44,1079,309,189,323,409,146,0.0296,-0.032,0.9769,1.67,-0.27,-0.47,Standing
5.46,1062,326,185,336,371,127,0.0396,0.0058,1.0149,1.2,0.28,-1.58,Standing
5.48,1093,298,185,339,378,157,0.0331,-0.0541,1.0034,-0.76,0.31,-0.3,Standing
5.5,1068,307,157,320,393,145,-0.002,0.0115,0.9534,0.28,-2.5,0.4,Standing
5.52,1062,319,159,346,393,162,-0.0149,-0.0382,0.9711,3.29,-0.34,-1.62,Standing
5.54,1000,289,202,341,396,158,0.0794,0.0138,0.9525,0.55,1.13,0.61,Standing
5.56,1020,302,193,358,389,164,0.0112,0.0098,0.9952,0.17,1.31,-1.18,Standing
5.58,1041,291,201,382,409,179,0.0612,0.0729,1.0285,0.25,0.64,1.1,Standing
5.6,1041,301,201,352,416,166,0.0106,0.0222,1.0107,0.13,-0.12,-0.27,Standing
